date_text,clean_title,cancelled,formerly,venue,time_text,start_utc,href
"Sunday, July 26",Crafts on the Boulevard,False,,Fringe Boulevard,1.00pm,2026-07-26 17:00:00,https://hftco.ca/events/crafts-on-the-boulevard/
"Sunday, July 26",DND Live: Camp DieNoMore,False,,The Staircase | Bright Room,1.30pm,2026-07-26 17:30:00,https://hftco.ca/events/dnd-live-camp-dienomore/
"Sunday, July 26",No Die! – Or: How I Left Amsterdam and Almost Died in Africa,False,,Mills Hardware,1.30pm,2026-07-26 17:30:00,https://hftco.ca/events/no-die-or-how-i-left-amsterdam-and-almost-died-in-africa/
"Sunday, July 26",Wheel and Turn,False,,The Westdale,1.30pm,2026-07-26 17:30:00,https://hftco.ca/events/wheel-and-turn/
"Sunday, July 26",The Mother,False,,Theatre Aquarius Studio,1.45pm,2026-07-26 17:45:00,https://hftco.ca/events/the-mother/
"Sunday, July 26",Beyond Tears,True,,The Players’ Guild of Hamilton,1.45pm,2026-07-26 17:45:00,https://hftco.ca/events/beyond-tears/
"Sunday, July 26",1 Million Served- Years Well Waitressed,False,,The Staircase | Elaine May,2.00pm,2026-07-26 18:00:00,https://hftco.ca/events/1-million-served-years-well-waitressed/
"Sunday, July 26",The Yodeling Ranger,False,,The Staircase | Studio Theatre,2.30pm,2026-07-26 18:30:00,https://hftco.ca/events/the-yodeling-ranger/
"Sunday, July 26","Doug Ford, We Won’t Touch the Greenbelt",False,,Mills Hardware,3.00pm,2026-07-26 19:00:00,https://hftco.ca/events/doug-ford-we-wont-touch-the-greenbelt/
"Sunday, July 26",Karl the Cat and the Junkyard Pack,False,,The Staircase | Bright Room,3.00pm,2026-07-26 19:00:00,https://hftco.ca/events/karl-the-cat-and-the-junkyard-pack/
"Sunday, July 26",Fringe On The Streets – Outdoor Walking Tour,False,,Fringe On The Streets,3.00pm,2026-07-26 19:00:00,https://hftco.ca/events/fringe-on-the-streets-outdoor-walking-tour/
"Sunday, July 26",Paola Brown- The Town Crier of Hamilton,False,,Fringe On The Streets,3.00pm,2026-07-26 19:00:00,https://hftco.ca/events/paola-brown-the-town-crier-of-hamilton/
"Sunday, July 26",Project Fathering: Generations,False,,Fringe On The Streets,3.00pm,2026-07-26 19:00:00,https://hftco.ca/events/project-fathering-generations/
"Sunday, July 26",The Hanging,False,,Fringe On The Streets,3.00pm,2026-07-26 19:00:00,https://hftco.ca/events/the-hanging/
"Sunday, July 26",Trash Bots,False,,Fringe On The Streets,3.00pm,2026-07-26 19:00:00,https://hftco.ca/events/trash-bots/
"Sunday, July 26",Where to Lay My Head to Rest,False,,Fringe On The Streets,3.00pm,2026-07-26 19:00:00,https://hftco.ca/events/where-to-lay-my-head-to-rest/
"Sunday, July 26",Awake and Dreaming,False,,The Westdale,3.00pm,2026-07-26 19:00:00,https://hftco.ca/events/awake-and-dreaming/
"Sunday, July 26",Waiting Room,False,,Theatre Aquarius Studio,3.15pm,2026-07-26 19:15:00,https://hftco.ca/events/waiting-room/
"Sunday, July 26",TAMP,False,,The Staircase | Elaine May,3.30pm,2026-07-26 19:30:00,https://hftco.ca/events/tamp/
"Sunday, July 26",The Giant Space Monster That Ate Hamilton in 3-D,False,,The Players’ Guild of Hamilton,3.45pm,2026-07-26 19:45:00,https://hftco.ca/events/the-giant-space-monster-that-ate-hamilton-in-3-d/
"Sunday, July 26",LOVE & CRAÍC,False,,The Staircase | Studio Theatre,4.00pm,2026-07-26 20:00:00,https://hftco.ca/events/love-craic/
"Sunday, July 26",The Syllabus,False,,Mills Hardware,4.30pm,2026-07-26 20:30:00,https://hftco.ca/events/the-syllabus/
"Sunday, July 26",Foodie Fringe,False,,Fringe Boulevard,5.00pm,2026-07-26 21:00:00,https://hftco.ca/events/foodie-fringe/
"Sunday, July 26",The Last Hornblower,False,,Centre For Talking Arts,5.30pm,2026-07-26 21:30:00,https://hftco.ca/events/the-last-hornblower/
"Sunday, July 26",Rebel Spirits,False,,Theatre Aquarius Studio,5.45pm,2026-07-26 21:45:00,https://hftco.ca/events/rebel-spirits/
"Sunday, July 26",Raging Gracefully,False,,The Westdale,6.00pm,2026-07-26 22:00:00,https://hftco.ca/events/raging-gracefully/
"Sunday, July 26",Intro to Adult Acting,False,,The Players’ Guild of Hamilton,6.15pm,2026-07-26 22:15:00,https://hftco.ca/events/intro-to-adult-acting/
"Sunday, July 26",First Bite to Last Laugh,False,,Mills Hardware,7.00pm,2026-07-26 23:00:00,https://hftco.ca/events/first-bite-to-last-laugh/
"Sunday, July 26","Schedule Your Improv! – Authenticity, The Self, And WTF Are You Talking About?!",False,,Centre For Talking Arts,7.00pm,2026-07-26 23:00:00,https://hftco.ca/events/schedule-your-improv-authenticity-the-self-and-wtf-are-you-talking-about/
"Sunday, July 26",Townsperson #3,False,,Theatre Aquarius Studio,7.15pm,2026-07-26 23:15:00,https://hftco.ca/events/townsperson-3/
"Sunday, July 26",TILT,False,,The Westdale,7.30pm,2026-07-26 23:30:00,https://hftco.ca/events/tilt/
"Sunday, July 26",Closing Night Pre Show w/ DJ Spiritwalker,False,,Fringe Boulevard,7.30pm,2026-07-26 23:30:00,https://hftco.ca/events/closing-night-pre-show-w-dj-spiritwalker/
"Sunday, July 26",Spooning the Great Bear By the Light of the Moon,False,,The Players’ Guild of Hamilton,7.45pm,2026-07-26 23:45:00,https://hftco.ca/events/spooning-the-great-bear-by-the-light-of-the-moon/
"Sunday, July 26",GO,False,,Mills Hardware,8.30pm,2026-07-27 00:30:00,https://hftco.ca/events/go/
"Sunday, July 26",It’s A Live Mixtape,False,,The Westdale,9.00pm,2026-07-27 01:00:00,https://hftco.ca/events/its-a-live-mixtape/
"Sunday, July 26",Closing Night Awards Party w/ Karma Kameleon,False,,Fringe Boulevard,9.00pm,2026-07-27 01:00:00,https://hftco.ca/events/closing-night-awards-party-w-karma-kameleon/
"Sunday, July 26",Springtime,False,,The Players’ Guild of Hamilton,9.15pm,2026-07-27 01:15:00,https://hftco.ca/events/springtime/
