href,month,day,hour,minute,flags
https://hftco.ca/events/townsperson-3/,7,17,20,45,(none)
https://hftco.ca/events/townsperson-3/,7,18,12,15,(none)
https://hftco.ca/events/townsperson-3/,7,19,18,0,(none)
https://hftco.ca/events/townsperson-3/,7,20,21,15,(none)
https://hftco.ca/events/townsperson-3/,7,22,19,45,(none)
https://hftco.ca/events/townsperson-3/,7,25,12,15,(none)
https://hftco.ca/events/townsperson-3/,7,26,19,15,(none)
https://hftco.ca/events/trash-bots/,7,17,18,0,(none)
https://hftco.ca/events/trash-bots/,7,18,15,0,(none)
https://hftco.ca/events/trash-bots/,7,18,18,0,(none)
https://hftco.ca/events/trash-bots/,7,19,15,0,(none)
https://hftco.ca/events/trash-bots/,7,23,18,0,(none)
https://hftco.ca/events/trash-bots/,7,24,18,0,(none)
https://hftco.ca/events/trash-bots/,7,25,16,0,(none)
https://hftco.ca/events/trash-bots/,7,25,19,0,(none)
https://hftco.ca/events/trash-bots/,7,26,15,0,(none)
https://hftco.ca/events/victoria-schneider-verified/,7,18,15,30,(none)
https://hftco.ca/events/victoria-schneider-verified/,7,19,12,0,MM
https://hftco.ca/events/victoria-schneider-verified/,7,21,19,45,RP
https://hftco.ca/events/victoria-schneider-verified/,7,22,21,30,(none)
https://hftco.ca/events/victoria-schneider-verified/,7,25,20,0,(none)
https://hftco.ca/events/victoria-schneider-verified/,7,26,12,0,AP
https://hftco.ca/events/waiting-room/,7,16,19,30,MM
https://hftco.ca/events/waiting-room/,7,18,19,15,MM
https://hftco.ca/events/waiting-room/,7,21,18,15,"MM,RP"
https://hftco.ca/events/waiting-room/,7,22,21,15,MM
https://hftco.ca/events/waiting-room/,7,23,17,45,"MM,RP"
https://hftco.ca/events/waiting-room/,7,25,19,15,MM
https://hftco.ca/events/waiting-room/,7,26,15,15,"MM,RP"
https://hftco.ca/events/wheel-and-turn/,7,17,17,30,(none)
https://hftco.ca/events/wheel-and-turn/,7,18,17,0,AP
https://hftco.ca/events/wheel-and-turn/,7,19,19,30,MM
https://hftco.ca/events/wheel-and-turn/,7,21,21,15,RP
https://hftco.ca/events/wheel-and-turn/,7,24,20,30,(none)
https://hftco.ca/events/wheel-and-turn/,7,25,21,30,(none)
https://hftco.ca/events/wheel-and-turn/,7,26,13,30,(none)
https://hftco.ca/events/where-to-lay-my-head-to-rest/,7,17,18,0,(none)
https://hftco.ca/events/where-to-lay-my-head-to-rest/,7,18,15,0,(none)
https://hftco.ca/events/where-to-lay-my-head-to-rest/,7,18,18,0,(none)
https://hftco.ca/events/where-to-lay-my-head-to-rest/,7,19,15,0,(none)
https://hftco.ca/events/where-to-lay-my-head-to-rest/,7,23,18,0,(none)
https://hftco.ca/events/where-to-lay-my-head-to-rest/,7,24,18,0,(none)
https://hftco.ca/events/where-to-lay-my-head-to-rest/,7,25,16,0,(none)
https://hftco.ca/events/where-to-lay-my-head-to-rest/,7,25,19,0,(none)
https://hftco.ca/events/where-to-lay-my-head-to-rest/,7,26,15,0,(none)
